outcome,body_part,technique,play_type,shot_location_start,player,statsbomb_xg,team
Blocked,Left Foot,Normal,Open Play,"[98.0, 43.0]",Jesse Lingard,0.0607276,England
Off T,Left Foot,Normal,Free Kick,"[100.0, 50.0]",Ludwig Augustinsson,0.0844561,Sweden
Blocked,Right Foot,Normal,Open Play,"[109.0, 56.0]",Denis Cheryshev,0.044134,Russia
Blocked,Right Foot,Volley,Open Play,"[110.0, 52.0]",Artem Dzyuba,0.0422263,Russia
Off T,Head,Normal,Open Play,"[113.0, 42.0]",Ante Rebić,0.11488,Croatia
Wayward,Right Foot,Normal,Open Play,"[109.0, 43.0]",Mario Mandžukić,0.126264,Croatia
Off T,Right Foot,Normal,Free Kick,"[98.0, 23.0]",Ivan Rakitić,0.0370088,Croatia
Off T,Head,Normal,Open Play,"[109.0, 50.0]",Ivan Perišić,0.0358405,Croatia
Goal,Left Foot,Normal,Open Play,"[94.0, 34.0]",Denis Cheryshev,0.0514475,Russia
Blocked,Right Foot,Normal,Open Play,"[94.0, 30.0]",Ante Rebić,0.0179352,Croatia
Wayward,Head,Normal,Open Play,"[115.0, 37.0]",Ivan Perišić,0.116901,Croatia
Off T,Right Foot,Volley,Open Play,"[118.0, 27.0]",Sergei Ignashevich,0.0375574,Russia
Off T,Left Foot,Normal,Open Play,"[115.0, 29.0]",Denis Cheryshev,0.064578,Russia
Goal,Head,Normal,Open Play,"[113.0, 38.0]",Andrej Kramarić,0.198843,Croatia
Off T,Right Foot,Normal,Open Play,"[88.0, 53.0]",Luka Modrić,0.0105429,Croatia
Saved,Right Foot,Overhead Kick,Open Play,"[105.0, 40.0]",Andrej Kramarić,0.0628808,Croatia
Off T,Right Foot,Normal,Open Play,"[97.0, 20.0]",Ante Rebić,0.0184955,Croatia
Post,Right Foot,Normal,Open Play,"[112.0, 44.0]",Ivan Perišić,0.169748,Croatia
Saved,Head,Normal,Open Play,"[110.0, 40.0]",Artem Dzyuba,0.0296422,Russia
Blocked,Right Foot,Normal,Open Play,"[90.0, 31.0]",Andrej Kramarić,0.0173931,Croatia
Off T,Head,Normal,Open Play,"[113.0, 44.0]",Aleksandr Erokhin,0.134994,Russia
Blocked,Left Foot,Half Volley,Open Play,"[105.0, 39.0]",Luka Modrić,0.0984498,Croatia
Blocked,Right Foot,Half Volley,Open Play,"[114.0, 57.0]",Šime Vrsaljko,0.050752,Croatia
Off T,Head,Normal,Open Play,"[111.0, 39.0]",Mario Mandžukić,0.0366429,Croatia
Saved,Right Foot,Normal,Open Play,"[117.0, 64.0]",Fyodor Smolov,0.0272093,Russia
Goal,Head,Normal,Open Play,"[110.0, 40.0]",Domagoj Vida,0.0448714,Croatia
Wayward,Head,Normal,Open Play,"[115.0, 37.0]",Ilya Kutepov,0.160949,Russia
Off T,Head,Normal,Open Play,"[114.0, 35.0]",Aleksandr Erokhin,0.0497849,Russia
Saved,Right Foot,Normal,Open Play,"[101.0, 20.0]",Dejan Lovren,0.0146296,Croatia
Saved,Right Foot,Volley,Open Play,"[103.0, 52.0]",Daler Kuzyaev,0.058587,Russia
Goal,Head,Normal,Open Play,"[114.0, 41.0]",Mário Figueira Fernandes,0.191619,Russia
Off T,Right Foot,Normal,Open Play,"[99.0, 20.0]",Luka Modrić,0.0174233,Croatia
Saved,Right Foot,Normal,Open Play,"[94.0, 32.0]",Roman Zobnin,0.0234055,Russia
Saved,Right Foot,Normal,Penalty,"[109.0, 41.0]",Fyodor Smolov,0.76,Russia
Goal,Right Foot,Normal,Penalty,"[109.0, 41.0]",Marcelo Brozović,0.76,Croatia
Goal,Right Foot,Normal,Penalty,"[109.0, 41.0]",Alan Dzagoev,0.76,Russia
Saved,Right Foot,Normal,Penalty,"[109.0, 41.0]",Mateo Kovačić,0.76,Croatia
Off T,Right Foot,Normal,Penalty,"[109.0, 41.0]",Mário Figueira Fernandes,0.76,Russia
Goal,Right Foot,Normal,Penalty,"[109.0, 41.0]",Luka Modrić,0.76,Croatia
Goal,Right Foot,Normal,Penalty,"[109.0, 41.0]",Sergei Ignashevich,0.76,Russia
Goal,Right Foot,Normal,Penalty,"[109.0, 41.0]",Domagoj Vida,0.76,Croatia
Goal,Right Foot,Normal,Penalty,"[109.0, 41.0]",Daler Kuzyaev,0.76,Russia
Goal,Right Foot,Normal,Penalty,"[109.0, 41.0]",Ivan Rakitić,0.76,Croatia
Off T,Left Foot,Normal,Open Play,"[109.0, 23.0]",Eden Hazard,0.010405967,Belgium
Saved,Left Foot,Half Volley,Open Play,"[92.0, 38.0]",Blaise Matuidi,0.016846351,France
Blocked,Right Foot,Normal,Open Play,"[107.0, 21.0]",Eden Hazard,0.011634096,Belgium
Saved,Left Foot,Normal,Open Play,"[105.0, 41.0]",Toby Alderweireld,0.08218385,Belgium
Off T,Left Foot,Normal,Open Play,"[103.0, 48.0]",Olivier Giroud,0.20513198,France
Off T,Head,Normal,Open Play,"[108.0, 44.0]",Olivier Giroud,0.049876932,France
Wayward,Left Foot,Normal,Open Play,"[107.0, 32.0]",Olivier Giroud,0.14237554,France
Off T,Right Foot,Normal,Open Play,"[98.0, 30.0]",Antoine Griezmann,0.03567399,France
Off T,Left Foot,Normal,Open Play,"[109.0, 36.0]",Olivier Giroud,0.15048121,France
Off T,Left Foot,Normal,Open Play,"[91.0, 32.0]",Antoine Griezmann,0.034938,France
Blocked,Left Foot,Normal,Open Play,"[96.0, 50.0]",Antoine Griezmann,0.02280319,France
Saved,Right Foot,Normal,Open Play,"[114.0, 53.0]",Benjamin Pavard,0.10599339,France
Wayward,Head,Normal,Open Play,"[105.0, 30.0]",Blaise Matuidi,0.024325142,France
Blocked,Left Foot,Normal,Free Kick,"[96.0, 57.0]",Antoine Griezmann,0.036650572,France
Off T,Head,Normal,Open Play,"[111.0, 40.0]",Romelu Lukaku Menama,0.057504106,Belgium
Blocked,Right Foot,Normal,Open Play,"[107.0, 31.0]",Olivier Giroud,0.05377697,France
Goal,Head,Normal,Open Play,"[118.0, 47.0]",Samuel Yves Umtiti,0.21551394,France
Blocked,Left Foot,Normal,Open Play,"[99.0, 30.0]",Blaise Matuidi,0.039347686,France
Blocked,Left Foot,Normal,Open Play,"[112.0, 34.0]",Olivier Giroud,0.23341171,France
Off T,Right Foot,Normal,Open Play,"[93.0, 60.0]",Toby Alderweireld,0.00827229,Belgium
Wayward,Right Foot,Volley,Open Play,"[107.0, 38.0]",Kevin De Bruyne,0.100498684,Belgium
Off T,Head,Normal,Open Play,"[108.0, 40.0]",Marouane Fellaini-Bakkioui,0.04017246,Belgium
Off T,Left Foot,Normal,Open Play,"[100.0, 32.0]",Olivier Giroud,0.05401732,France
Off T,Left Foot,Normal,Open Play,"[95.0, 34.0]",Kevin De Bruyne,0.042374928,Belgium
Off T,Head,Normal,Open Play,"[108.0, 42.0]",Paul Pogba,0.037570376,France
Saved,Right Foot,Normal,Open Play,"[91.0, 27.0]",Axel Witsel,0.010133176,Belgium
Saved,Right Foot,Normal,Open Play,"[103.0, 46.0]",Antoine Griezmann,0.10855803,France
Saved,Left Foot,Normal,Open Play,"[107.0, 31.0]",Corentin Tolisso,0.14979403,France
Goal,Right Foot,Normal,Free Kick,"[96.0, 43.0]",Kieran Trippier,0.117755,England
Off T,Head,Normal,Open Play,"[111.0, 37.0]",Harry Maguire,0.033953,England
Off T,Right Foot,Normal,Open Play,"[94.0, 20.0]",Ivan Perišić,0.010659,Croatia
Blocked,Left Foot,Normal,Open Play,"[98.0, 41.0]",Ante Rebić,0.0380911,Croatia
Off T,Right Foot,Half Volley,Open Play,"[87.0, 26.0]",Ivan Perišić,0.0124412,Croatia
Saved,Left Foot,Normal,Open Play,"[101.0, 50.0]",Ante Rebić,0.0325479,Croatia
Off T,Right Foot,Normal,Open Play,"[102.0, 41.0]",Jesse Lingard,0.0758053,England
Blocked,Left Foot,Normal,Open Play,"[104.0, 52.0]",Raheem Shaquille Sterling,0.0325317,England
Off T,Right Foot,Normal,Open Play,"[88.0, 51.0]",Šime Vrsaljko,0.0163244,Croatia
Blocked,Left Foot,Normal,Open Play,"[96.0, 45.0]",Jesse Lingard,0.0599693,England
Off T,Left Foot,Volley,Open Play,"[97.0, 34.0]",Ivan Rakitić,0.047425,Croatia
Blocked,Right Foot,Normal,Open Play,"[103.0, 41.0]",Ivan Perišić,0.038539,Croatia
Off T,Right Foot,Normal,Open Play,"[118.0, 56.0]",Harry Kane,0.0214268,England
Goal,Left Foot,Normal,Open Play,"[114.0, 40.0]",Ivan Perišić,0.168654,Croatia
Post,Left Foot,Normal,Open Play,"[112.0, 30.0]",Ivan Perišić,0.113229,Croatia
Saved,Left Foot,Normal,Open Play,"[111.0, 44.0]",Ante Rebić,0.195834,Croatia
Off T,Right Foot,Volley,Open Play,"[98.0, 48.0]",Marcelo Brozović,0.0299187,Croatia
Wayward,Right Foot,Normal,Open Play,"[115.0, 55.0]",Jesse Lingard,0.038264,England
Off T,Right Foot,Normal,Open Play,"[95.0, 45.0]",Jordan Brian Henderson,0.0233753,England
Saved,Right Foot,Volley,Open Play,"[113.0, 52.0]",Mario Mandžukić,0.098797,Croatia
Off T,Right Foot,Normal,Open Play,"[113.0, 24.0]",Ivan Perišić,0.0845868,Croatia
Off T,Right Foot,Normal,Open Play,"[89.0, 57.0]",Dejan Lovren,0.0153774,Croatia
Off T,Head,Normal,Open Play,"[113.0, 33.0]",Harry Kane,0.0315295,England
Blocked,Right Foot,Normal,Open Play,"[92.0, 51.0]",Eric Dier,0.0314377,England
Blocked,Head,Normal,Open Play,"[113.0, 49.0]",John Stones,0.0221592,England
Blocked,Left Foot,Normal,Open Play,"[106.0, 58.0]",Andrej Kramarić,0.0191188,Croatia
Blocked,Left Foot,Normal,Open Play,"[101.0, 34.0]",Andrej Kramarić,0.0757755,Croatia
Saved,Right Foot,Normal,Open Play,"[114.0, 39.0]",Mario Mandžukić,0.332376,Croatia
Off T,Left Foot,Normal,Open Play,"[111.0, 27.0]",Marcelo Brozović,0.0579679,Croatia
Goal,Left Foot,Normal,Open Play,"[114.0, 33.0]",Mario Mandžukić,0.213176,Croatia
Blocked,Left Foot,Normal,Open Play,"[107.0, 32.0]",Ivan Perišić,0.102369,Croatia
Saved,Right Foot,Normal,Open Play,"[97.0, 22.0]",Marcelo Brozović,0.0219372,Croatia
Off T,Right Foot,Normal,Open Play,"[109.0, 52.0]",Andrej Kramarić,0.104614,Croatia
Goal,Right Foot,Volley,Open Play,"[113.0, 41.0]",Thomas Meunier,0.4270133,Belgium
Blocked,Left Foot,Normal,Open Play,"[100.0, 53.0]",Raheem Shaquille Sterling,0.027381899,England
Saved,Right Foot,Normal,Open Play,"[108.0, 29.0]",Kevin De Bruyne,0.07737787,Belgium
Saved,Right Foot,Normal,Open Play,"[91.0, 31.0]",Fabian Delph,0.014406141,England
Saved,Head,Normal,Open Play,"[108.0, 45.0]",Ruben Loftus-Cheek,0.04835619,England
Saved,Head,Normal,Open Play,"[108.0, 37.0]",Harry Maguire,0.016800512,England
Off T,Right Foot,Normal,Open Play,"[104.0, 41.0]",Harry Kane,0.13278338,England
Off T,Right Foot,Normal,Open Play,"[97.0, 29.0]",Raheem Shaquille Sterling,0.029468331,England
Blocked,Right Foot,Normal,Open Play,"[97.0, 40.0]",Youri Tielemans,0.048298974,Belgium
Blocked,Right Foot,Normal,Open Play,"[106.0, 51.0]",Eden Hazard,0.0906536,Belgium
Wayward,Right Foot,Half Volley,Open Play,"[96.0, 43.0]",Youri Tielemans,0.022493094,Belgium
Off T,Right Foot,Volley,Open Play,"[110.0, 34.0]",Toby Alderweireld,0.07563523,Belgium
Blocked,Right Foot,Normal,Open Play,"[104.0, 52.0]",Kevin De Bruyne,0.051837448,Belgium
Blocked,Left Foot,Normal,Open Play,"[104.0, 30.0]",Romelu Lukaku Menama,0.078560986,Belgium
Off T,Right Foot,Half Volley,Open Play,"[109.0, 54.0]",Jesse Lingard,0.027728861,England
Blocked,Right Foot,Normal,Open Play,"[107.0, 58.0]",Jesse Lingard,0.014216057,England
Wayward,Right Foot,Volley,Open Play,"[100.0, 48.0]",Harry Kane,0.03146625,England
Saved,Right Foot,Normal,Open Play,"[94.0, 50.0]",Eric Dier,0.024857715,England
Blocked,Right Foot,Lob,Open Play,"[112.0, 50.0]",Eric Dier,0.35821405,England
Off T,Head,Normal,Open Play,"[110.0, 40.0]",Harry Maguire,0.054470003,England
Off T,Head,Normal,Open Play,"[109.0, 43.0]",Eric Dier,0.06710211,England
Off T,Head,Normal,Open Play,"[111.0, 33.0]",Harry Maguire,0.036430676,England
Off T,Right Foot,Normal,Open Play,"[104.0, 30.0]",Dries Mertens,0.0634691,Belgium
Saved,Right Foot,Volley,Open Play,"[109.0, 55.0]",Thomas Meunier,0.0670284,Belgium
Saved,Right Foot,Normal,Open Play,"[99.0, 23.0]",Marcus Rashford,0.03826514,England
Goal,Right Foot,Normal,Open Play,"[112.0, 35.0]",Eden Hazard,0.3470679,Belgium
Off T,Head,Normal,Open Play,"[112.0, 49.0]",Domagoj Vida,0.0351431,Croatia
Off T,Left Foot,Volley,Open Play,"[108.0, 29.0]",Ivan Rakitić,0.0522626,Croatia
Goal,Left Foot,Half Volley,Open Play,"[105.0, 32.0]",Ivan Perišić,0.0423224,Croatia
Goal,Left Foot,Normal,Penalty,"[108.0, 40.0]",Antoine Griezmann,0.76,France
Wayward,Left Foot,Half Volley,Open Play,"[108.0, 41.0]",Ante Rebić,0.0844452,Croatia
Blocked,Head,Normal,Open Play,"[117.0, 34.0]",Ivan Perišić,0.044091,Croatia
Blocked,Right Foot,Half Volley,Open Play,"[113.0, 26.0]",Dejan Lovren,0.0324425,Croatia
Off T,Head,Normal,Open Play,"[115.0, 40.0]",Domagoj Vida,0.111771,Croatia
Saved,Left Foot,Normal,Open Play,"[95.0, 45.0]",Antoine Griezmann,0.0287659,France
Saved,Left Foot,Normal,Open Play,"[108.0, 26.0]",Ante Rebić,0.0750882,Croatia
Wayward,Head,Normal,Open Play,"[110.0, 33.0]",Dejan Lovren,0.0147279,Croatia
Off T,Right Foot,Volley,Open Play,"[91.0, 48.0]",Šime Vrsaljko,0.0143353,Croatia
Saved,Right Foot,Normal,Open Play,"[115.0, 55.0]",Kylian Mbappé Lottin,0.0806625,France
Blocked,Right Foot,Normal,Open Play,"[99.0, 41.0]",Paul Pogba,0.0403714,France
Goal,Left Foot,Normal,Open Play,"[102.0, 39.0]",Paul Pogba,0.0577921,France
Wayward,Left Foot,Overhead Kick,Open Play,"[112.0, 29.0]",Olivier Giroud,0.0547438,France
Blocked,Right Foot,Normal,Open Play,"[96.0, 29.0]",Ante Rebić,0.0420584,Croatia
Goal,Right Foot,Normal,Open Play,"[94.0, 40.0]",Kylian Mbappé Lottin,0.0357834,France
Goal,Right Foot,Normal,Open Play,"[114.0, 43.0]",Mario Mandžukić,0.495846,Croatia
Off T,Right Foot,Normal,Open Play,"[78.0, 40.0]",Šime Vrsaljko,0.011107,Croatia
Blocked,Left Foot,Normal,Open Play,"[101.0, 30.0]",Ivan Rakitić,0.0410209,Croatia
Saved,Left Foot,Normal,Open Play,"[98.0, 61.0]",Nabil Fekir,0.0129413,France
Off T,Right Foot,Normal,Open Play,"[90.0, 24.0]",Ivan Rakitić,0.0157191,Croatia
