outcome,body_part,technique,play_type,shot_location_start,player,statsbomb_xg,team
Saved,Left Foot,Normal,Open Play,"[94.0, 25.0]",Cristian Gabriel Rodríguez Barrotti,0.0209967,Uruguay
Wayward,Head,Normal,Open Play,"[116.0, 42.0]",José Martín Cáceres Silva,0.179262,Uruguay
Blocked,Left Foot,Normal,Open Play,"[107.0, 47.0]",Edinson Roberto Cavani Gómez,0.0798466,Uruguay
Saved,Left Foot,Normal,Open Play,"[101.0, 22.0]",Cristian Gabriel Rodríguez Barrotti,0.0243348,Uruguay
Saved,Head,Normal,Open Play,"[114.0, 39.0]",Diego Roberto Godín Leal,0.0927386,Uruguay
Goal,Left Foot,Volley,Open Play,"[119.0, 39.0]",Edinson Roberto Cavani Gómez,0.598984,Uruguay
Wayward,Left Foot,Normal,Open Play,"[113.0, 44.0]",Giorgian Daniel De Arrascaeta Benedetti,0.334434,Uruguay
Blocked,Right Foot,Normal,Open Play,"[91.0, 31.0]",Lucas Torreira Di Pascua,0.0323086,Uruguay
Off T,Right Foot,Normal,Open Play,"[98.0, 56.0]",Hussain Al Mogahwi,0.0257312,Saudi Arabia
Off T,Right Foot,Normal,Open Play,"[94.0, 26.0]",Salem Mohammed Al Dawsari,0.0152483,Saudi Arabia
Wayward,Left Foot,Normal,Open Play,"[102.0, 23.0]",Marwan Mohsen,0.0245744,Egypt
Off T,Right Foot,Normal,Open Play,"[99.0, 44.0]",Salem Mohammed Al Dawsari,0.0496337,Saudi Arabia
Goal,Left Foot,Lob,Open Play,"[101.0, 48.0]",Mohamed Salah,0.112873,Egypt
Off T,Left Foot,Lob,Open Play,"[107.0, 38.0]",Mohamed Salah,0.494664,Egypt
Saved,Left Foot,Normal,Open Play,"[86.0, 36.0]",Hattan Babhir,0.0146258,Saudi Arabia
Off T,Right Foot,Normal,Open Play,"[100.0, 22.0]",Yasir Gharsan Al Shahrani,0.0169432,Saudi Arabia
Off T,Right Foot,Normal,Open Play,"[95.0, 60.0]",Mohammed Al Burayk,0.0160425,Saudi Arabia
Off T,Right Foot,Half Volley,Open Play,"[105.0, 30.0]",Mahmoud Ibrahim Hassan,0.112089,Egypt
Off T,Right Foot,Normal,Open Play,"[101.0, 29.0]",Mahmoud Ibrahim Hassan,0.0528792,Egypt
Blocked,Left Foot,Normal,Open Play,"[103.0, 45.0]",Salman Mohammed Al Faraj,0.123352,Saudi Arabia
Saved,Right Foot,Normal,Penalty,"[108.0, 40.0]",Fahad Mosaed Al Muwallad Al Harbi,0.76,Saudi Arabia
Blocked,Right Foot,Volley,Open Play,"[104.0, 45.0]",Abdullah Ibrahim Otayf,0.0691973,Saudi Arabia
Goal,Left Foot,Normal,Penalty,"[108.0, 40.0]",Salman Mohammed Al Faraj,0.76,Saudi Arabia
Off T,Right Foot,Volley,Open Play,"[112.0, 54.0]",Hattan Babhir,0.0936579,Saudi Arabia
Off T,Head,Normal,Open Play,"[108.0, 40.0]",Mahmoud Ibrahim Hassan,0.0268548,Egypt
Blocked,Right Foot,Normal,Open Play,"[100.0, 61.0]",Hussain Al Mogahwi,0.0146813,Saudi Arabia
Off T,Right Foot,Normal,Open Play,"[90.0, 49.0]",Hattan Babhir,0.0264561,Saudi Arabia
Off T,Right Foot,Volley,Open Play,"[96.0, 41.0]",Hussain Al Mogahwi,0.0424633,Saudi Arabia
Saved,Head,Normal,Open Play,"[110.0, 49.0]",Hussain Al Mogahwi,0.0464685,Saudi Arabia
Saved,Head,Normal,Open Play,"[115.0, 49.0]",Mohanad Aseri Abu Radiah,0.0658632,Saudi Arabia
Off T,Right Foot,Normal,Open Play,"[98.0, 51.0]",Mohamed Naser Elsayed Elneny,0.0488484,Egypt
Off T,Left Foot,Normal,Free Kick,"[88.0, 43.0]",Salman Mohammed Al Faraj,0.026869,Saudi Arabia
Blocked,Right Foot,Normal,Open Play,"[102.0, 22.0]",Amr Medhat Warda,0.0396976,Egypt
Blocked,Right Foot,Normal,Free Kick,"[95.0, 30.0]",Mohammed Al Burayk,0.0727763,Saudi Arabia
Saved,Right Foot,Volley,Open Play,"[116.0, 30.0]",Salem Mohammed Al Dawsari,0.0730271,Saudi Arabia
Blocked,Right Foot,Normal,Open Play,"[101.0, 58.0]",Abdullah Ibrahim Otayf,0.0202349,Saudi Arabia
Goal,Right Foot,Half Volley,Open Play,"[116.0, 53.0]",Salem Mohammed Al Dawsari,0.0573897,Saudi Arabia
Goal,Left Foot,Normal,Open Play,"[107.0, 45.0]",Khalid Boutaïb,0.40634,Morocco
Off T,Left Foot,Normal,Open Play,"[97.0, 27.0]",Andrés Iniesta Luján,0.0239095,Spain
Goal,Right Foot,Normal,Open Play,"[114.0, 38.0]",Francisco Román Alarcón Suárez,0.428502,Spain
Saved,Head,Normal,Open Play,"[112.0, 45.0]",Gerard Piqué Bernabéu,0.0319186,Spain
Blocked,Right Foot,Normal,Open Play,"[102.0, 34.0]",Andrés Iniesta Luján,0.0677673,Spain
Saved,Left Foot,Normal,Open Play,"[114.0, 34.0]",Khalid Boutaïb,0.188594,Morocco
Wayward,Left Foot,Normal,Open Play,"[106.0, 31.0]",Diego da Silva Costa,0.178313,Spain
Off T,Head,Normal,Open Play,"[112.0, 38.0]",Sergio Busquets i Burgos,0.0849504,Spain
Off T,Left Foot,Normal,Open Play,"[94.0, 30.0]",Hakim Ziyech,0.0194905,Morocco
Wayward,Right Foot,Normal,Open Play,"[116.0, 37.0]",Diego da Silva Costa,0.428135,Spain
Off T,Head,Normal,Open Play,"[117.0, 50.0]",Mbark Boussoufa,0.0481418,Morocco
Wayward,Right Foot,Normal,Open Play,"[99.0, 43.0]",Francisco Román Alarcón Suárez,0.0611843,Spain
Post,Right Foot,Normal,Open Play,"[97.0, 60.0]",Nordin Amrabat,0.0146514,Morocco
Off T,Right Foot,Normal,Open Play,"[87.0, 53.0]",Gerard Piqué Bernabéu,0.0182284,Spain
Wayward,Right Foot,Volley,Open Play,"[110.0, 52.0]",Nabil Dirar,0.0674944,Morocco
Wayward,Left Foot,Volley,Open Play,"[106.0, 51.0]",Thiago Alcântara do Nascimento,0.0624477,Spain
Blocked,Head,Normal,Open Play,"[115.0, 37.0]",Francisco Román Alarcón Suárez,0.123315,Spain
Off T,Head,Normal,Open Play,"[111.0, 40.0]",Gerard Piqué Bernabéu,0.0332031,Spain
Wayward,Left Foot,Normal,Open Play,"[110.0, 52.0]",David Josué Jiménez Silva,0.109892,Spain
Off T,Right Foot,Normal,Open Play,"[101.0, 31.0]",Thiago Alcântara do Nascimento,0.0378877,Spain
Off T,Right Foot,Normal,Open Play,"[88.0, 27.0]",Sergio Ramos García,0.0109688,Spain
Blocked,Left Foot,Normal,Open Play,"[112.0, 50.0]",Hakim Ziyech,0.0884458,Morocco
Goal,Head,Normal,Open Play,"[110.0, 40.0]",Youssef En-Nesyri,0.0388274,Morocco
Wayward,Head,Normal,Open Play,"[113.0, 41.0]",Rodrigo Moreno Machado,0.10231,Spain
Off T,Head,Normal,Open Play,"[114.0, 34.0]",Marco Asensio Willemsen,0.0993896,Spain
Goal,Right Foot,Backheel,Open Play,"[116.0, 44.0]",Iago Aspas Juncal,0.462838,Spain
Blocked,Right Foot,Volley,Open Play,"[101.0, 46.0]",Mateo Kovačić,0.0267895,Croatia
Off T,Head,Normal,Open Play,"[112.0, 34.0]",Hörður Björgvin Magnússon,0.0289896,Iceland
Saved,Right Foot,Normal,Free Kick,"[94.0, 19.0]",Gylfi Þór Sigurðsson,0.0234399,Iceland
Blocked,Right Foot,Normal,Open Play,"[104.0, 36.0]",Birkir Bjarnason,0.027018,Iceland
Blocked,Right Foot,Normal,Open Play,"[105.0, 41.0]",Birkir Bjarnason,0.0481556,Iceland
Off T,Left Foot,Half Volley,Open Play,"[95.0, 41.0]",Ivan Perišić,0.0354903,Croatia
Blocked,Right Foot,Normal,Open Play,"[91.0, 40.0]",Marko Pjaca,0.0241705,Croatia
Off T,Right Foot,Normal,Open Play,"[103.0, 45.0]",Alfreð Finnbogason,0.176454,Iceland
Off T,Right Foot,Normal,Open Play,"[87.0, 46.0]",Luka Modrić,0.0127522,Croatia
Off T,Left Foot,Normal,Open Play,"[85.0, 35.0]",Emil Hallfreðsson,0.0115545,Iceland
Saved,Right Foot,Half Volley,Open Play,"[108.0, 42.0]",Birkir Bjarnason,0.0718871,Iceland
Saved,Right Foot,Normal,Open Play,"[104.0, 56.0]",Aron Einar Gunnarsson,0.0307323,Iceland
Post,Right Foot,Normal,Open Play,"[93.0, 49.0]",Milan Badelj,0.0289072,Croatia
Goal,Right Foot,Normal,Open Play,"[106.0, 40.0]",Milan Badelj,0.140228,Croatia
Wayward,Head,Normal,Open Play,"[117.0, 48.0]",Hörður Björgvin Magnússon,0.0738894,Iceland
Saved,Head,Normal,Open Play,"[113.0, 39.0]",Sverrir Ingi Ingason,0.116745,Iceland
Post,Head,Normal,Open Play,"[113.0, 42.0]",Sverrir Ingi Ingason,0.0604664,Iceland
Blocked,Left Foot,Normal,Open Play,"[101.0, 61.0]",Johann Berg Guðmunds­son,0.0207906,Iceland
Off T,Right Foot,Normal,Open Play,"[108.0, 60.0]",Gylfi Þór Sigurðsson,0.0148025,Iceland
Blocked,Left Foot,Normal,Open Play,"[91.0, 34.0]",Andrej Kramarić,0.0274441,Croatia
Off T,Left Foot,Normal,Open Play,"[112.0, 33.0]",Birkir Bjarnason,0.229417,Iceland
Off T,Left Foot,Normal,Open Play,"[100.0, 19.0]",Josip Pivarić,0.0194184,Croatia
Goal,Right Foot,Normal,Penalty,"[109.0, 41.0]",Gylfi Þór Sigurðsson,0.76,Iceland
Saved,Left Foot,Normal,Open Play,"[98.0, 60.0]",Johann Berg Guðmunds­son,0.0163335,Iceland
Off T,Left Foot,Normal,Free Kick,"[95.0, 55.0]",Ivan Perišić,0.068165,Croatia
Off T,Right Foot,Normal,Free Kick,"[104.0, 16.0]",Ivan Rakitić,0.047131,Croatia
Off T,Right Foot,Normal,Open Play,"[104.0, 33.0]",Andrej Kramarić,0.0693744,Croatia
Goal,Left Foot,Normal,Open Play,"[111.0, 28.0]",Ivan Perišić,0.138936,Croatia
Off T,Right Foot,Normal,Open Play,"[101.0, 41.0]",Ivan Rakitić,0.0524979,Croatia
Blocked,Head,Normal,Open Play,"[114.0, 38.0]",Aron Einar Gunnarsson,0.0862552,Iceland
Off T,Right Foot,Normal,Open Play,"[97.0, 53.0]",Mile Jedinak,0.0283273,Australia
Blocked,Left Foot,Normal,Open Play,"[95.0, 46.0]",Tom Rogić,0.0467888,Australia
Goal,Right Foot,Volley,Open Play,"[104.0, 53.0]",André Martín Carrillo Díaz,0.0319245,Peru
Wayward,Head,Normal,Open Play,"[112.0, 42.0]",Mathew Leckie,0.0938308,Australia
Saved,Head,Normal,Open Play,"[109.0, 37.0]",José Paolo Guerrero González,0.0352697,Peru
Saved,Left Foot,Normal,Open Play,"[105.0, 40.0]",Tom Rogić,0.161058,Australia
Off T,Left Foot,Normal,Open Play,"[83.0, 33.0]",Víctor Yoshimar Yotún Flores,0.0107201,Peru
Off T,Head,Normal,Open Play,"[116.0, 43.0]",Trent Sainsbury,0.117189,Australia
Off T,Head,Normal,Open Play,"[115.0, 34.0]",Trent Sainsbury,0.0663381,Australia
Goal,Left Foot,Normal,Open Play,"[111.0, 36.0]",José Paolo Guerrero González,0.233212,Peru
Saved,Head,Normal,Open Play,"[113.0, 50.0]",Mile Jedinak,0.0251357,Australia
Blocked,Right Foot,Normal,Free Kick,"[96.0, 61.0]",Aaron Mooy,0.0522851,Australia
Wayward,Head,Normal,Open Play,"[113.0, 52.0]",Trent Sainsbury,0.0263382,Australia
Wayward,Head,Normal,Open Play,"[116.0, 39.0]",Mile Jedinak,0.172956,Australia
Wayward,Head,Normal,Open Play,"[111.0, 51.0]",Tim Cahill,0.0325375,Australia
Off T,Left Foot,Half Volley,Open Play,"[107.0, 32.0]",Aziz Eraltay Behich,0.0701175,Australia
Blocked,Right Foot,Normal,Open Play,"[110.0, 35.0]",Tim Cahill,0.0738944,Australia
Blocked,Right Foot,Normal,Open Play,"[112.0, 50.0]",Mathew Leckie,0.0430484,Australia
Off T,Right Foot,Normal,Open Play,"[96.0, 31.0]",Daniel Arzani,0.0272268,Australia
Off T,Right Foot,Normal,Free Kick,"[93.0, 36.0]",Mile Jedinak,0.0672439,Australia
Saved,Left Foot,Normal,Open Play,"[106.0, 28.0]",Olivier Giroud,0.0482714,France
Off T,Head,Normal,Open Play,"[112.0, 42.0]",Raphaël Varane,0.0441487,France
Off T,Right Foot,Normal,Open Play,"[99.0, 60.0]",Ousmane Dembélé,0.0137263,France
Saved,Left Foot,Normal,Open Play,"[101.0, 60.0]",Antoine Griezmann,0.0206159,France
Off T,Left Foot,Normal,Open Play,"[96.0, 59.0]",Ousmane Dembélé,0.0253028,France
Blocked,Right Foot,Normal,Open Play,"[95.0, 51.0]",Christian Dannemann Eriksen,0.0220405,Denmark
Saved,Left Foot,Normal,Open Play,"[92.0, 53.0]",Antoine Griezmann,0.0206658,France
Saved,Right Foot,Normal,Free Kick,"[81.0, 44.0]",Christian Dannemann Eriksen,0.0161924,Denmark
Blocked,Left Foot,Normal,Open Play,"[92.0, 40.0]",Thomas Lemar,0.0339153,France
Off T,Right Foot,Half Volley,Open Play,"[101.0, 37.0]",Christian Dannemann Eriksen,0.0391566,Denmark
Blocked,Left Foot,Normal,Open Play,"[91.0, 33.0]",Viktor Fischer,0.015144,Denmark
Blocked,Left Foot,Normal,Open Play,"[104.0, 66.0]",Henrik Dalsgaard,0.0198268,Denmark
Off T,Left Foot,Normal,Open Play,"[101.0, 19.0]",Nabil Fekir,0.0175306,France
Off T,Head,Normal,Open Play,"[108.0, 33.0]",Olivier Giroud,0.0467278,France
Off T,Left Foot,Half Volley,Open Play,"[102.0, 54.0]",Olivier Giroud,0.0288667,France
Saved,Left Foot,Normal,Open Play,"[96.0, 49.0]",Nabil Fekir,0.0218573,France
Blocked,Right Foot,Normal,Open Play,"[98.0, 38.0]",Oghenekaro Etebo,0.057095,Nigeria
Off T,Left Foot,Normal,Open Play,"[105.0, 28.0]",Nicolás Alejandro Tagliafico,0.0537886,Argentina
Off T,Right Foot,Normal,Open Play,"[97.0, 24.0]",Ahmed Musa,0.0177106,Nigeria
Goal,Right Foot,Normal,Open Play,"[112.0, 50.0]",Lionel Andrés Messi Cuccittini,0.136437,Argentina
Saved,Right Foot,Lob,Open Play,"[112.0, 52.0]",Gonzalo Gerardo Higuaín,0.214413,Argentina
Post,Left Foot,Normal,Free Kick,"[100.0, 29.0]",Lionel Andrés Messi Cuccittini,0.0622042,Argentina
Blocked,Left Foot,Normal,Open Play,"[111.0, 26.0]",Ángel Fabián Di María Hernández,0.0558125,Argentina
Wayward,Right Foot,Normal,Open Play,"[93.0, 49.0]",Oghenekaro Etebo,0.0199593,Nigeria
Saved,Head,Normal,Open Play,"[103.0, 48.0]",Leon-Aderemi Balogun,0.0324902,Nigeria
Goal,Right Foot,Normal,Penalty,"[109.0, 41.0]",Victor Moses,0.76,Nigeria
Off T,Right Foot,Normal,Open Play,"[93.0, 40.0]",Onyinye Wilfred Ndidi,0.0432601,Nigeria
Off T,Right Foot,Volley,Open Play,"[108.0, 47.0]",Odion Jude Ighalo,0.224894,Nigeria
Wayward,Left Foot,Normal,Open Play,"[105.0, 23.0]",Nicolás Alejandro Tagliafico,0.0282974,Argentina
Off T,Left Foot,Normal,Open Play,"[108.0, 36.0]",Gonzalo Gerardo Higuaín,0.138968,Argentina
Saved,Right Foot,Normal,Open Play,"[116.0, 29.0]",Odion Jude Ighalo,0.162189,Nigeria
Off T,Right Foot,Normal,Free Kick,"[94.0, 53.0]",Oghenekaro Etebo,0.0427767,Nigeria
Goal,Right Foot,Volley,Open Play,"[107.0, 37.0]",Faustino Marcos Alberto Rojo,0.0918956,Argentina
Blocked,Right Foot,Normal,Open Play,"[104.0, 37.0]",Philippe Coutinho Correia,0.0466371,Brazil
Saved,Right Foot,Normal,Open Play,"[114.0, 28.0]",Gabriel Fernando de Jesus,0.138617,Brazil
Blocked,Left Foot,Half Volley,Open Play,"[96.0, 46.0]",Filip Kostić,0.0234136,Serbia
Wayward,Head,Normal,Open Play,"[108.0, 43.0]",Aleksandar Mitrović,0.0189301,Serbia
Saved,Left Foot,Normal,Open Play,"[117.0, 30.0]",Neymar da Silva Santos Junior,0.0557677,Brazil
Blocked,Right Foot,Normal,Open Play,"[114.0, 29.0]",Gabriel Fernando de Jesus,0.0596681,Brazil
Off T,Left Foot,Volley,Open Play,"[110.0, 42.0]",Aleksandar Mitrović,0.0960488,Serbia
Goal,Right Foot,Lob,Open Play,"[106.0, 39.0]",José Paulo Bezzera Maciel Júnior,0.224953,Brazil
Off T,Left Foot,Volley,Open Play,"[95.0, 45.0]",Dušan Tadić,0.0223826,Serbia
Off T,Right Foot,Normal,Open Play,"[101.0, 18.0]",Neymar da Silva Santos Junior,0.0285612,Brazil
Blocked,Right Foot,Normal,Open Play,"[96.0, 50.0]",Sergej Milinković-Savić,0.0357172,Serbia
Saved,Left Foot,Normal,Open Play,"[111.0, 28.0]",Neymar da Silva Santos Junior,0.0832736,Brazil
Blocked,Head,Normal,Open Play,"[112.0, 41.0]",Aleksandar Mitrović,0.274476,Serbia
Off T,Right Foot,Normal,Open Play,"[104.0, 28.0]",Sergej Milinković-Savić,0.0362746,Serbia
Saved,Head,Normal,Open Play,"[113.0, 37.0]",Aleksandar Mitrović,0.0828762,Serbia
Goal,Head,Normal,Open Play,"[116.0, 36.0]",Thiago Emiliano da Silva,0.131208,Brazil
Blocked,Right Foot,Normal,Open Play,"[101.0, 43.0]",Philippe Coutinho Correia,0.0439695,Brazil
Saved,Left Foot,Half Volley,Open Play,"[95.0, 40.0]",Filipe Luis Kasmirski,0.0201365,Brazil
Blocked,Right Foot,Normal,Open Play,"[104.0, 30.0]",Neymar da Silva Santos Junior,0.0665737,Brazil
Off T,Right Foot,Normal,Open Play,"[80.0, 43.0]",Carlos Henrique Casimiro,0.0104648,Brazil
Off T,Left Foot,Normal,Open Play,"[109.0, 40.0]",Nemanja Matić,0.108568,Serbia
Off T,Right Foot,Normal,Open Play,"[106.0, 43.0]",Neymar da Silva Santos Junior,0.111643,Brazil
Blocked,Right Foot,Normal,Open Play,"[106.0, 43.0]",Aleksandar Mitrović,0.0571509,Serbia
Blocked,Right Foot,Normal,Open Play,"[108.0, 30.0]",Neymar da Silva Santos Junior,0.052965,Brazil
Off T,Left Foot,Normal,Open Play,"[99.0, 59.0]",Andrija Živković,0.0135221,Serbia
Saved,Right Foot,Normal,Open Play,"[114.0, 52.0]",Neymar da Silva Santos Junior,0.18858,Brazil
Saved,Right Foot,Normal,Free Kick,"[114.0, 17.0]",Emil Forsberg,0.0452802,Sweden
Off T,Left Foot,Normal,Open Play,"[92.0, 58.0]",Miguel Arturo Layún Prado,0.012466,Mexico
Wayward,Head,Normal,Open Play,"[112.0, 36.0]",Andreas Granqvist,0.0530055,Sweden
Off T,Right Foot,Overhead Kick,Open Play,"[116.0, 36.0]",Marcus Berg,0.277079,Sweden
Off T,Right Foot,Volley,Open Play,"[96.0, 56.0]",Emil Forsberg,0.0226257,Sweden
Off T,Left Foot,Normal,Open Play,"[104.0, 46.0]",Carlos Alberto Vela Garrido,0.0752896,Mexico
Off T,Right Foot,Volley,Open Play,"[110.0, 38.0]",Emil Forsberg,0.134115,Sweden
Blocked,Left Foot,Normal,Open Play,"[99.0, 63.0]",Carlos Alberto Vela Garrido,0.0126554,Mexico
Wayward,Head,Normal,Open Play,"[116.0, 40.0]",José Andrés Guardado Hernández,0.15547,Mexico
Blocked,Right Foot,Normal,Open Play,"[117.0, 22.0]",Héctor Miguel Herrera López,0.0224908,Mexico
Off T,Left Foot,Normal,Open Play,"[93.0, 34.0]",José Andrés Guardado Hernández,0.0246347,Mexico
Blocked,Right Foot,Normal,Open Play,"[101.0, 34.0]",Emil Forsberg,0.0665909,Sweden
Saved,Right Foot,Volley,Open Play,"[115.0, 42.0]",Marcus Berg,0.231168,Sweden
Off T,Right Foot,Volley,Open Play,"[105.0, 30.0]",Emil Forsberg,0.0672496,Sweden
Blocked,Right Foot,Normal,Open Play,"[99.0, 28.0]",Hirving Rodrigo Lozano Bahena,0.0376851,Mexico
Off T,Left Foot,Normal,Open Play,"[106.0, 54.0]",Carlos Alberto Vela Garrido,0.0408564,Mexico
Blocked,Right Foot,Volley,Open Play,"[104.0, 28.0]",Carlos Joel Salcedo Hernández,0.0288379,Mexico
Saved,Right Foot,Normal,Open Play,"[105.0, 61.0]",Miguel Arturo Layún Prado,0.0112965,Mexico
Off T,Left Foot,Normal,Open Play,"[109.0, 28.0]",Marcus Berg,0.113228,Sweden
Wayward,Right Foot,Normal,Open Play,"[109.0, 41.0]",Viktor Claesson,0.265687,Sweden
Goal,Left Foot,Normal,Open Play,"[116.0, 32.0]",Ludwig Augustinsson,0.238639,Sweden
Off T,Left Foot,Normal,Open Play,"[103.0, 36.0]",Emil Forsberg,0.0859364,Sweden
Off T,Left Foot,Normal,Open Play,"[115.0, 19.0]",José Andrés Guardado Hernández,0.0278877,Mexico
Off T,Right Foot,Normal,Open Play,"[106.0, 25.0]",Ludwig Augustinsson,0.033196,Sweden
Saved,Head,Normal,Open Play,"[108.0, 29.0]",Marcus Berg,0.0194194,Sweden
Goal,Right Foot,Normal,Penalty,"[109.0, 41.0]",Andreas Granqvist,0.76,Sweden
Blocked,Right Foot,Normal,Open Play,"[80.0, 54.0]",Carlos Joel Salcedo Hernández,0.0123566,Mexico
Blocked,Right Foot,Normal,Open Play,"[90.0, 48.0]",Marco Jhonfai Fabián De La Mora,0.0174927,Mexico
Off T,Head,Normal,Open Play,"[111.0, 31.0]",Carlos Joel Salcedo Hernández,0.0241098,Mexico
Off T,Head,Diving Header,Open Play,"[106.0, 40.0]",Javier Hernández Balcázar,0.0263216,Mexico
Blocked,Head,Normal,Open Play,"[111.0, 42.0]",Héctor Alfredo Moreno Herrera,0.0630592,Mexico
Blocked,Left Foot,Normal,Free Kick,"[96.0, 54.0]",Carlos Alberto Vela Garrido,0.0562957,Mexico
Blocked,Right Foot,Half Volley,Open Play,"[116.0, 29.0]",Javier Hernández Balcázar,0.0389464,Mexico
Off T,Head,Normal,Open Play,"[117.0, 42.0]",Carlos Alberto Vela Garrido,0.660746,Mexico
Off T,Right Foot,Normal,Open Play,"[98.0, 51.0]",Hirving Rodrigo Lozano Bahena,0.0370938,Mexico
Saved,Left Foot,Normal,Open Play,"[91.0, 48.0]",Héctor Miguel Herrera López,0.0212412,Mexico
Saved,Right Foot,Normal,Open Play,"[102.0, 21.0]",Hirving Rodrigo Lozano Bahena,0.0294038,Mexico
Off T,Right Foot,Volley,Open Play,"[113.0, 22.0]",Marco Reus,0.0257186,Germany
Saved,Head,Normal,Open Play,"[111.0, 42.0]",Sami Khedira,0.0438012,Germany
Saved,Right Foot,Normal,Free Kick,"[87.0, 49.0]",Woo-Young Jung,0.0221329,South Korea
Off T,Right Foot,Volley,Open Play,"[91.0, 50.0]",Yong Lee,0.0197367,South Korea
Off T,Right Foot,Volley,Open Play,"[108.0, 51.0]",Heung-Min Son,0.0702791,South Korea
Blocked,Left Foot,Normal,Open Play,"[97.0, 42.0]",Marco Reus,0.0889887,Germany
Blocked,Right Foot,Normal,Open Play,"[108.0, 51.0]",Timo Werner,0.108107,Germany
Wayward,Head,Normal,Open Play,"[112.0, 43.0]",Leon Goretzka,0.0657667,Germany
Saved,Right Foot,Normal,Open Play,"[116.0, 37.0]",Mats Hummels,0.163092,Germany
Blocked,Left Foot,Normal,Open Play,"[105.0, 60.0]",Mesut Özil,0.0169484,Germany
Off T,Right Foot,Normal,Open Play,"[99.0, 53.0]",Heung-Min Son,0.0278661,South Korea
Saved,Right Foot,Normal,Open Play,"[89.0, 38.0]",Woo-Young Jung,0.0175124,South Korea
Saved,Head,Normal,Open Play,"[111.0, 39.0]",Leon Goretzka,0.097926,Germany
Off T,Right Foot,Normal,Open Play,"[85.0, 38.0]",Toni Kroos,0.0145363,Germany
Off T,Right Foot,Volley,Open Play,"[108.0, 37.0]",Timo Werner,0.105442,Germany
Off T,Right Foot,Normal,Open Play,"[119.0, 31.0]",Heung-Min Son,0.147837,South Korea
Blocked,Left Foot,Normal,Open Play,"[103.0, 56.0]",Joshua Kimmich,0.0286531,Germany
Blocked,Right Foot,Normal,Open Play,"[94.0, 52.0]",Sami Khedira,0.0202971,Germany
Blocked,Left Foot,Normal,Open Play,"[104.0, 31.0]",Toni Kroos,0.113583,Germany
Off T,Right Foot,Normal,Open Play,"[96.0, 42.0]",Heung-Min Son,0.0541902,South Korea
Off T,Right Foot,Normal,Open Play,"[112.0, 28.0]",Timo Werner,0.0310189,Germany
Saved,Head,Normal,Open Play,"[113.0, 39.0]",Mario Gómez García,0.144261,Germany
Off T,Left Foot,Normal,Open Play,"[94.0, 39.0]",Toni Kroos,0.0326327,Germany
Blocked,Left Foot,Normal,Open Play,"[115.0, 43.0]",Mario Gómez García,0.202257,Germany
Off T,Right Foot,Normal,Open Play,"[102.0, 29.0]",Heung-Min Son,0.0496687,South Korea
Off T,Head,Normal,Open Play,"[112.0, 44.0]",Thomas Müller,0.12901,Germany
Off T,Right Foot,Normal,Open Play,"[97.0, 54.0]",Marco Reus,0.0279263,Germany
Blocked,Right Foot,Normal,Open Play,"[109.0, 29.0]",Julian Brandt,0.113008,Germany
Off T,Right Foot,Normal,Open Play,"[95.0, 33.0]",Toni Kroos,0.0348594,Germany
Off T,Other,Normal,Open Play,"[112.0, 39.0]",Mats Hummels,0.148011,Germany
Saved,Right Foot,Normal,Open Play,"[98.0, 41.0]",Toni Kroos,0.0469073,Germany
Saved,Right Foot,Normal,Open Play,"[86.0, 39.0]",Woo-Young Jung,0.0140458,South Korea
Blocked,Left Foot,Normal,Open Play,"[98.0, 42.0]",Jae-Sung Lee,0.054429,South Korea
Goal,Left Foot,Normal,Open Play,"[115.0, 42.0]",Young-Gwon Kim,0.539856,South Korea
Wayward,Head,Normal,Open Play,"[108.0, 36.0]",Thomas Müller,0.0567272,Germany
Off T,Head,Normal,Open Play,"[115.0, 47.0]",Mats Hummels,0.122048,Germany
Goal,Left Foot,Normal,Open Play,"[116.0, 32.0]",Heung-Min Son,0.876465,South Korea
Blocked,Right Foot,Normal,Open Play,"[99.0, 35.0]",Thomas Müller,0.0661022,Germany
Saved,Right Foot,Normal,Open Play,"[102.0, 49.0]",Julian Brandt,0.0571603,Germany
Blocked,Left Foot,Normal,Open Play,"[106.0, 35.0]",Mats Hummels,0.0469255,Germany
Off T,Head,Normal,Open Play,"[113.0, 39.0]",Mats Hummels,0.203212,Germany
Blocked,Right Foot,Normal,Open Play,"[111.0, 49.0]",Mario Gavranović,0.0978974,Switzerland
Saved,Left Foot,Normal,Open Play,"[99.0, 54.0]",Joel Nathaniel Campbell Samuels,0.0244816,Costa Rica
Saved,Head,Normal,Open Play,"[111.0, 40.0]",Celso Borges Mora,0.171795,Costa Rica
Saved,Left Foot,Normal,Open Play,"[98.0, 50.0]",Cristian Gamboa Luna,0.0368578,Costa Rica
Off T,Left Foot,Normal,Open Play,"[98.0, 31.0]",Daniel Colindres Solera,0.0363275,Costa Rica
Post,Right Foot,Normal,Open Play,"[103.0, 18.0]",Daniel Colindres Solera,0.0307473,Costa Rica
Off T,Right Foot,Normal,Open Play,"[97.0, 37.0]",Mario Gavranović,0.0315732,Switzerland
Saved,Left Foot,Normal,Open Play,"[104.0, 18.0]",Bryan Oviedo,0.0261528,Costa Rica
Blocked,Right Foot,Normal,Open Play,"[109.0, 29.0]",Daniel Colindres Solera,0.086492,Costa Rica
Goal,Right Foot,Half Volley,Open Play,"[113.0, 43.0]",Blerim Džemaili,0.305701,Switzerland
